customerid,churn_score,risk_level,recency_days,frequency,monetary,avg_order_value,return_count,customer_age_months
17890,55,High Risk - Send Offer,322,2,586.89,6.449340659,0,12
17897,55,High Risk - Send Offer,172,4,541.81,5.016759259,1,12.4
17912,55,High Risk - Send Offer,309,6,310.06,8.38,2,12.1
17926,55,High Risk - Send Offer,132,2,397.29,18.91857143,0,6.8
17931,55,High Risk - Send Offer,133,2,408.36,6.282461538,0,8.5
17935,55,High Risk - Send Offer,137,2,145.79,5.027241379,0,4.7
17946,55,High Risk - Send Offer,232,2,149.58,7.479,0,8.6
17969,55,High Risk - Send Offer,165,2,228.2,16.3,0,12
17991,55,High Risk - Send Offer,224,2,93.35,18.67,0,7.5
18009,55,High Risk - Send Offer,234,2,247.39,7.980322581,1,7.8
18013,55,High Risk - Send Offer,154,2,187.29,6.041612903,0,5.1
18018,55,High Risk - Send Offer,107,2,122.14,4.211724138,0,6.6
18024,55,High Risk - Send Offer,152,3,389.78,18.56095238,1,5.1
18037,55,High Risk - Send Offer,153,6,70.02,3.685263158,0,12
18071,55,High Risk - Send Offer,257,2,453,18.12,0,12.2
18078,55,High Risk - Send Offer,216,2,336.13,11.59068966,0,8.6
18108,55,High Risk - Send Offer,248,2,271,15.94117647,2,8.4
18143,55,High Risk - Send Offer,116,2,1000.16,16.39606557,0,4.7
18146,55,High Risk - Send Offer,140,2,160.35,16.035,0,7.3
18151,55,High Risk - Send Offer,134,2,653.35,17.19342105,0,9.6
18178,55,High Risk - Send Offer,113,6,1590.81,16.40010309,2,12.1
18190,55,High Risk - Send Offer,191,3,284.46,18.964,1,11
18193,55,High Risk - Send Offer,150,3,243.76,15.235,2,12.2
18196,55,High Risk - Send Offer,94,2,686.63,4.939784173,0,9.6
18231,55,High Risk - Send Offer,191,6,2071.77,16.84365854,2,9.6
18239,55,High Risk - Send Offer,218,5,1561.61,17.74556818,0,12.4
18248,55,High Risk - Send Offer,113,4,804.02,17.10680851,2,6.2
18250,55,High Risk - Send Offer,300,2,349.27,16.63190476,1,10.3
15728,45,Medium Risk - Monitor,48,1,0,NULL,4,1.6
18155,40,Medium Risk - Monitor,74,4,371.62,14.8648,3,9.7
16602,40,Medium Risk - Monitor,30,2,528.08,18.20965517,3,1.2
16609,40,Medium Risk - Monitor,14,9,5493.46,19.90384058,4,8.4
13819,40,Medium Risk - Monitor,301,3,1140.35,31.67638889,0,10.6
12590,40,Medium Risk - Monitor,189,3,9864.26,145.0626471,2,7
13811,40,Medium Risk - Monitor,183,4,814.5,62.65384615,1,7.9
16634,40,Medium Risk - Monitor,222,2,217.9,24.21111111,0,12.4
16637,40,Medium Risk - Monitor,31,5,1154.47,16.73144928,3,7.5
12582,40,Medium Risk - Monitor,238,2,511.36,23.24363636,0,9.6
17997,40,Medium Risk - Monitor,73,12,1962.46,11.96621951,14,5.4
16653,40,Medium Risk - Monitor,15,3,1212.66,17.57478261,7,2.3
16654,40,Medium Risk - Monitor,140,5,601.27,20.73344828,2,12.2
13754,40,Medium Risk - Monitor,151,2,282.6,23.55,0,10.5
13748,40,Medium Risk - Monitor,95,5,948.25,33.86607143,0,12.4
13736,40,Medium Risk - Monitor,4,3,729.8,3.841052632,3,8.6
16670,40,Medium Risk - Monitor,16,17,4095.9,16.25357143,10,11.9
16676,40,Medium Risk - Monitor,33,5,1592.12,17.88898876,3,11.2
16678,40,Medium Risk - Monitor,2,17,3109.99,19.07969325,7,9.4
13735,40,Medium Risk - Monitor,24,8,2883.54,14.78738462,12,7.8
16686,40,Medium Risk - Monitor,46,9,2959.88,5.440955882,3,11.8
16692,40,Medium Risk - Monitor,255,2,1276,425.3333333,0,9.6
16696,40,Medium Risk - Monitor,134,4,657.9,65.79,0,8.2
16698,40,Medium Risk - Monitor,226,2,1998,399.6,0,8.4
16700,40,Medium Risk - Monitor,8,17,5076.55,16.48230519,4,12.2
16713,40,Medium Risk - Monitor,18,21,6910.78,11.16442649,8,12.2
16716,40,Medium Risk - Monitor,266,3,901.2,450.6,1,10.3
16717,40,Medium Risk - Monitor,8,9,3843.08,19.40949495,37,12.2
13725,40,Medium Risk - Monitor,49,11,1980.56,19.04384615,14,10.3
13722,40,Medium Risk - Monitor,119,4,2375.41,27.946,1,9.4
18274,40,Medium Risk - Monitor,17,2,175.92,15.99272727,11,1
16729,40,Medium Risk - Monitor,35,26,7205.33,10.98373476,8,8
16735,40,Medium Risk - Monitor,78,7,2247.41,19.37422414,3,11.1
13718,40,Medium Risk - Monitor,245,2,306.55,25.54583333,0,9.8
13709,40,Medium Risk - Monitor,3,17,6307.65,18.82880597,10,10.5
16746,40,Medium Risk - Monitor,4,19,6680.11,15.04529279,3,11.9
16747,40,Medium Risk - Monitor,24,4,836.06,19.90619048,3,2.2
13680,40,Medium Risk - Monitor,0,5,3719.12,19.17072165,21,11.3
13668,40,Medium Risk - Monitor,2,29,6309.83,13.62814255,31,12.1
13662,40,Medium Risk - Monitor,85,7,881.26,16.94730769,5,8.6
16763,40,Medium Risk - Monitor,184,2,611.85,26.60217391,1,6.6
16764,40,Medium Risk - Monitor,3,18,2790.95,3.987071429,12,4.7
16766,40,Medium Risk - Monitor,272,2,1145.6,33.69411765,0,9.1
16768,40,Medium Risk - Monitor,47,5,478.09,8.853518519,4,9
12559,40,Medium Risk - Monitor,310,3,561.71,26.74809524,1,10.6
12553,40,Medium Risk - Monitor,7,14,3692.28,19.3313089,5,11
16782,40,Medium Risk - Monitor,9,19,2267.95,12.3931694,7,12.2
18232,40,Medium Risk - Monitor,81,5,592.97,16.02621622,3,6.5
13631,40,Medium Risk - Monitor,99,12,3070.42,279.1290909,1,8.9
13623,40,Medium Risk - Monitor,30,7,727.74,9.33,5,9.9
12386,40,Medium Risk - Monitor,337,2,401.9,40.19,0,12.2
16810,40,Medium Risk - Monitor,191,2,309.54,20.636,1,12
16817,40,Medium Risk - Monitor,2,13,1604.75,18.65988372,9,12.2
12547,40,Medium Risk - Monitor,197,2,207.8,25.975,0,9.3
13588,40,Medium Risk - Monitor,15,13,2478.95,14.24683908,6,8.5
16838,40,Medium Risk - Monitor,196,3,588.85,23.554,1,9.6
13564,40,Medium Risk - Monitor,143,5,1724.67,21.29222222,2,12.2
13534,40,Medium Risk - Monitor,1,43,5870.08,19.83135135,46,11.9
12363,40,Medium Risk - Monitor,109,2,552,24,0,8
16875,40,Medium Risk - Monitor,63,9,2095.53,18.71008929,11,11.3
16878,40,Medium Risk - Monitor,24,2,13.3,4.433333333,3,2.8
18048,40,Medium Risk - Monitor,202,2,172.29,24.61285714,0,6.7
13531,40,Medium Risk - Monitor,204,2,483.8,21.99090909,0,12.2
16900,40,Medium Risk - Monitor,11,5,887.11,11.22924051,3,2.1
13501,40,Medium Risk - Monitor,242,2,1340.32,25.77538462,1,9.6
16923,40,Medium Risk - Monitor,11,26,7069.08,11.29246006,24,12.1
16924,40,Medium Risk - Monitor,20,4,829.89,10.24555556,6,2.8
13493,40,Medium Risk - Monitor,274,2,618.63,77.32875,0,9.5
16927,40,Medium Risk - Monitor,115,3,543.05,90.50833333,0,12
16928,40,Medium Risk - Monitor,79,19,2814.7,13.79754902,4,12.4
16933,40,Medium Risk - Monitor,0,5,563.23,12.80068182,5,8
16943,40,Medium Risk - Monitor,211,3,816.73,24.74939394,0,10.6
13492,40,Medium Risk - Monitor,135,3,1269.84,25.3968,0,7.1
16948,40,Medium Risk - Monitor,138,3,435.02,22.89578947,0,10.8
18055,40,Medium Risk - Monitor,6,11,6761.34,18.88642458,3,12.3
12535,40,Medium Risk - Monitor,91,2,716.35,21.06911765,0,6.2
16955,40,Medium Risk - Monitor,184,5,518.67,20.7468,1,12.4
16957,40,Medium Risk - Monitor,238,2,416.64,26.04,0,9.4
13489,40,Medium Risk - Monitor,104,4,449.52,32.10857143,0,9.8
13481,40,Medium Risk - Monitor,45,8,1804.56,16.55559633,3,12.2
13479,40,Medium Risk - Monitor,197,3,300.95,20.06333333,1,7.8
13468,40,Medium Risk - Monitor,1,41,5704.97,18.89062914,4,12.4
18062,40,Medium Risk - Monitor,172,3,720.52,26.68592593,0,11.2
16984,40,Medium Risk - Monitor,77,5,4459.52,11.1488,11,4.3
13453,40,Medium Risk - Monitor,165,2,356.98,20.99882353,0,9.6
16997,40,Medium Risk - Monitor,287,3,702,58.5,0,10.8
16998,40,Medium Risk - Monitor,149,6,295,73.75,2,10.1
17026,40,Medium Risk - Monitor,184,2,154.83,38.7075,0,12.3
17029,40,Medium Risk - Monitor,110,2,716,358,0,7.9
13452,40,Medium Risk - Monitor,258,2,590,295,0,9
18064,40,Medium Risk - Monitor,132,2,814,116.2857143,0,7.8
13448,40,Medium Risk - Monitor,16,10,3534.69,18.22005155,4,12.4
13447,40,Medium Risk - Monitor,22,4,1129.14,19.1379661,3,1.2
17049,40,Medium Risk - Monitor,2,11,5655.03,17.83921136,4,9.2
17053,40,Medium Risk - Monitor,128,2,498.48,38.34461538,1,4.3
13430,40,Medium Risk - Monitor,18,4,679.45,13.86632653,5,2.8
17063,40,Medium Risk - Monitor,8,11,1461.14,18.7325641,4,9.6
17069,40,Medium Risk - Monitor,27,13,2709.7,18.94895105,11,12.4
13425,40,Medium Risk - Monitor,107,3,1624.21,20.82320513,0,9.8
17071,40,Medium Risk - Monitor,8,14,2429.03,17.35021429,8,10.3
17075,40,Medium Risk - Monitor,17,5,834.12,10.83272727,3,10.5
17083,40,Medium Risk - Monitor,108,3,1405.78,27.03423077,0,10.1
17091,40,Medium Risk - Monitor,2,10,3827.76,19.62953846,3,12.2
17094,40,Medium Risk - Monitor,317,2,302,21.57142857,1,10.7
17095,40,Medium Risk - Monitor,21,6,1324.16,17.89405405,3,11.1
12523,40,Medium Risk - Monitor,1,13,1789.77,16.88462264,4,11
17109,40,Medium Risk - Monitor,28,8,881.29,7.597327586,4,7.7
13414,40,Medium Risk - Monitor,133,3,1390.5,57.9375,0,9.9
17114,40,Medium Risk - Monitor,5,10,801.12,6.513170732,8,11.1
13394,40,Medium Risk - Monitor,1,10,2520.02,16.25819355,9,10.3
17119,40,Medium Risk - Monitor,2,3,606.91,17.34028571,3,2
13368,40,Medium Risk - Monitor,256,2,623.4,21.49655172,0,11.2
13365,40,Medium Risk - Monitor,8,3,2225.37,17.38570313,4,7.2
13364,40,Medium Risk - Monitor,66,2,134.96,13.496,10,2.3
13362,40,Medium Risk - Monitor,2,5,3090.74,18.61891566,3,9.6
12520,40,Medium Risk - Monitor,78,6,2634.26,17.33065789,3,9.1
13352,40,Medium Risk - Monitor,7,2,397.98,16.5825,3,2
17146,40,Medium Risk - Monitor,105,3,749.78,21.42228571,0,11.9
17152,40,Medium Risk - Monitor,194,4,1689.5,120.6785714,2,8.7
17169,40,Medium Risk - Monitor,49,4,835.78,15.47740741,6,6.1
13330,40,Medium Risk - Monitor,92,3,1140.93,21.52698113,0,10.5
18075,40,Medium Risk - Monitor,22,14,2611.75,18.39260563,11,12
17180,40,Medium Risk - Monitor,55,6,783.97,6.27176,3,10.5
12362,40,Medium Risk - Monitor,2,13,5226.23,19.6474812,8,9.8
13320,40,Medium Risk - Monitor,69,6,1532.2,14.59238095,4,7.1
13317,40,Medium Risk - Monitor,63,9,2273.68,18.33612903,11,11.9
17213,40,Medium Risk - Monitor,39,11,2781.23,17.71484076,7,12.2
13314,40,Medium Risk - Monitor,1,4,775.94,12.51516129,12,2.4
18085,40,Medium Risk - Monitor,329,2,689.95,23.79137931,0,12.4
13310,40,Medium Risk - Monitor,8,6,1132.03,15.72263889,5,10.8
12510,40,Medium Risk - Monitor,142,2,982.57,29.77484848,0,10.8
13295,40,Medium Risk - Monitor,359,2,201.2,20.12,1,12.4
17231,40,Medium Risk - Monitor,11,14,3124.72,5.884595104,5,12
17239,40,Medium Risk - Monitor,312,2,382.5,25.5,1,11.7
17242,40,Medium Risk - Monitor,107,2,1135.04,28.376,0,6
13271,40,Medium Risk - Monitor,36,2,211.49,2.43091954,5,1.2
13269,40,Medium Risk - Monitor,0,17,5343.28,16.96279365,4,12.3
13268,40,Medium Risk - Monitor,17,15,3174.75,7.331986143,7,8.9
12507,40,Medium Risk - Monitor,133,4,1304.81,59.30954545,1,9.9
18093,40,Medium Risk - Monitor,92,5,2106.52,58.51444444,2,10.1
13261,40,Medium Risk - Monitor,268,2,944.1,104.9,0,9.5
18095,40,Medium Risk - Monitor,312,2,580.05,27.62142857,0,11.1
12502,40,Medium Risk - Monitor,95,5,3723.87,25.33244898,0,10.3
17268,40,Medium Risk - Monitor,107,4,763.64,127.2733333,0,8.1
12494,40,Medium Risk - Monitor,9,13,1246.1,16.18311688,7,12.2
13253,40,Medium Risk - Monitor,156,2,1030.4,28.62222222,0,11.3
13249,40,Medium Risk - Monitor,91,3,711.41,30.93086957,0,8.7
13242,40,Medium Risk - Monitor,111,3,270.4,20.8,0,7.1
17312,40,Medium Risk - Monitor,138,3,644.3,46.02142857,0,5.3
17314,40,Medium Risk - Monitor,24,11,2527.92,19.29709924,5,10.4
17315,40,Medium Risk - Monitor,0,43,6281.23,13.3359448,14,11.9
17323,40,Medium Risk - Monitor,14,9,906.52,4.648820513,4,9.7
13223,40,Medium Risk - Monitor,199,2,163.2,32.64,0,7.7
13209,40,Medium Risk - Monitor,29,11,5891.61,18.35392523,8,12
17334,40,Medium Risk - Monitor,300,3,307.02,27.91090909,1,10.3
13198,40,Medium Risk - Monitor,9,8,3401.24,15.04973451,3,12
17338,40,Medium Risk - Monitor,16,10,6493.54,9.00629681,4,12
17339,40,Medium Risk - Monitor,93,2,243.36,27.04,0,12.1
18109,40,Medium Risk - Monitor,1,31,8004.92,18.15174603,10,12.3
17346,40,Medium Risk - Monitor,3,16,2622.88,5.430393375,3,12.4
13186,40,Medium Risk - Monitor,39,5,1575.89,19.94797468,5,4.3
17353,40,Medium Risk - Monitor,128,2,1740,217.5,0,5.1
18110,40,Medium Risk - Monitor,18,2,198.8,5.372972973,3,0.6
17364,40,Medium Risk - Monitor,0,12,4462.68,10.99182266,3,11
17368,40,Medium Risk - Monitor,22,9,1878.87,17.55953271,17,11.2
12484,40,Medium Risk - Monitor,32,8,4527.32,13.19918367,4,11.2
17391,40,Medium Risk - Monitor,163,2,508.8,169.6,0,5.5
18118,40,Medium Risk - Monitor,10,31,5625.08,4.453745051,5,12.3
12479,40,Medium Risk - Monitor,3,3,527.2,17.00645161,4,0.3
17405,40,Medium Risk - Monitor,0,5,1031.41,12.57817073,12,5
13148,40,Medium Risk - Monitor,28,17,3683.26,11.80532051,28,12.1
17409,40,Medium Risk - Monitor,184,2,771.85,59.37307692,0,8.2
17422,40,Medium Risk - Monitor,15,10,1979.37,16.91769231,18,9.8
17434,40,Medium Risk - Monitor,1,9,2373.82,17.71507463,4,2.8
17438,40,Medium Risk - Monitor,246,2,388.45,22.85,2,8.4
13134,40,Medium Risk - Monitor,72,7,1793.58,18.30183673,7,8
17442,40,Medium Risk - Monitor,28,10,2248.56,16.656,5,12.1
17444,40,Medium Risk - Monitor,147,3,2940.04,21.77807407,0,5.7
18121,40,Medium Risk - Monitor,148,2,653.3,21.07419355,0,5.1
13118,40,Medium Risk - Monitor,19,7,1197.81,15.1621519,3,9.6
17451,40,Medium Risk - Monitor,0,10,1721.4,17.214,7,3.5
13115,40,Medium Risk - Monitor,8,14,2294.78,19.12316667,12,12.2
13109,40,Medium Risk - Monitor,2,5,786.54,16.73489362,3,5.2
17457,40,Medium Risk - Monitor,126,5,1737.7,91.45789474,0,11.3
17463,40,Medium Risk - Monitor,15,6,1875.86,9.018557692,4,10.4
13106,40,Medium Risk - Monitor,128,2,76.5,76.5,1,4.4
12474,40,Medium Risk - Monitor,16,30,7324.09,17.35566351,33,12.3
13097,40,Medium Risk - Monitor,32,14,6003.22,14.25942993,14,12
13091,40,Medium Risk - Monitor,20,2,345.82,16.46761905,3,0.9
13082,40,Medium Risk - Monitor,125,10,3613.63,49.50178082,2,11.2
18133,40,Medium Risk - Monitor,210,2,931.5,931.5,1,7
13069,40,Medium Risk - Monitor,0,27,4431.44,10.45150943,45,12.3
17505,40,Medium Risk - Monitor,161,2,1145.84,22.03538462,0,6.8
12472,40,Medium Risk - Monitor,30,13,6572.11,19.38675516,52,12.4
17509,40,Medium Risk - Monitor,57,11,6083.64,16.7132967,3,2.1
13050,40,Medium Risk - Monitor,8,28,5836.86,14.48352357,19,12.2
13047,40,Medium Risk - Monitor,31,18,3237.54,18.82290698,24,12.4
13043,40,Medium Risk - Monitor,253,2,516.42,39.72461538,1,9.1
13032,40,Medium Risk - Monitor,38,3,1010.18,14.22788732,4,2.9
17528,40,Medium Risk - Monitor,0,11,3628.5,14.34189723,7,2.3
17531,40,Medium Risk - Monitor,120,2,296.7,21.19285714,1,6.3
13027,40,Medium Risk - Monitor,113,6,6912,265.8461538,0,11.8
13021,40,Medium Risk - Monitor,3,12,2616.38,19.97236641,3,12.1
13012,40,Medium Risk - Monitor,8,11,1646.84,18.71409091,18,9.8
13004,40,Medium Risk - Monitor,11,22,5655.91,13.99977723,5,11.9
13003,40,Medium Risk - Monitor,105,3,149.05,24.84166667,0,7.1
12465,40,Medium Risk - Monitor,7,3,742.19,15.7912766,4,5.6
12994,40,Medium Risk - Monitor,3,5,974.42,15.97409836,12,8.9
17560,40,Medium Risk - Monitor,94,5,854.95,31.66481481,0,10.3
12957,40,Medium Risk - Monitor,3,12,4017.54,16.88042017,6,11.3
17576,40,Medium Risk - Monitor,7,22,3564.83,8.867736318,6,12.1
17578,40,Medium Risk - Monitor,190,2,143.46,28.692,1,7.2
12463,40,Medium Risk - Monitor,45,7,1344.78,16.20216867,5,8
12949,40,Medium Risk - Monitor,30,10,4167.22,19.3824186,4,8.4
12377,40,Medium Risk - Monitor,314,2,1628.12,21.14441558,0,11.8
17588,40,Medium Risk - Monitor,99,3,1240.2,53.92173913,0,7.7
12940,40,Medium Risk - Monitor,45,4,899.69,9.371770833,4,2.9
17602,40,Medium Risk - Monitor,1,8,5054.42,9.173176044,5,10.8
18257,40,Medium Risk - Monitor,38,12,2337.63,19.81042373,5,9.8
17611,40,Medium Risk - Monitor,3,19,3961.12,6.986102293,6,12
17612,40,Medium Risk - Monitor,52,10,2048.45,15.1737037,7,9.9
17613,40,Medium Risk - Monitor,22,17,4544.55,14.85147059,7,10.2
17615,40,Medium Risk - Monitor,129,3,329.6,23.54285714,0,7.4
17616,40,Medium Risk - Monitor,173,3,571.2,190.4,0,12.2
17636,40,Medium Risk - Monitor,8,2,285.56,14.278,4,0.6
12916,40,Medium Risk - Monitor,138,5,2944.95,28.59174757,2,10.7
17644,40,Medium Risk - Monitor,0,17,2895.64,18.44356688,12,10.7
12897,40,Medium Risk - Monitor,204,2,216.5,54.125,0,10
12462,40,Medium Risk - Monitor,1,4,1189.59,19.18693548,10,10.1
17651,40,Medium Risk - Monitor,11,14,3945,17.00431034,7,5.9
17652,40,Medium Risk - Monitor,24,18,4867.72,18.79428571,11,9.3
17659,40,Medium Risk - Monitor,3,14,2999.46,18.98392405,3,12.4
12891,40,Medium Risk - Monitor,185,3,331,110.3333333,0,9.7
12888,40,Medium Risk - Monitor,213,4,354.12,70.824,2,8.5
12461,40,Medium Risk - Monitor,93,2,826.88,23.62514286,0,5.1
12450,40,Medium Risk - Monitor,155,2,197.88,24.735,0,5.7
12886,40,Medium Risk - Monitor,67,3,1378.4,16.8097561,4,7.3
17695,40,Medium Risk - Monitor,131,2,765.34,21.86685714,0,5.7
17696,40,Medium Risk - Monitor,37,14,2285.71,19.87573913,11,12.1
12875,40,Medium Risk - Monitor,142,2,343.23,171.615,0,12.1
12867,40,Medium Risk - Monitor,25,10,4009.34,7.508127341,13,12
17700,40,Medium Risk - Monitor,16,6,2534.64,17.84957746,4,12.1
12857,40,Medium Risk - Monitor,210,2,1106.4,24.05217391,0,10.1
17704,40,Medium Risk - Monitor,168,2,885.19,28.55451613,0,8
17705,40,Medium Risk - Monitor,2,10,1823.52,17.70407767,5,10
17707,40,Medium Risk - Monitor,184,2,152.4,30.48,0,11.2
12365,40,Medium Risk - Monitor,290,3,641.38,29.15363636,1,9.7
12856,40,Medium Risk - Monitor,7,8,2170.78,6.98,3,2.1
12854,40,Medium Risk - Monitor,78,5,1316.25,12.07568807,5,10.6
12843,40,Medium Risk - Monitor,65,9,1702.26,16.52679612,5,8.8
17719,40,Medium Risk - Monitor,37,18,5396.04,19.69357664,4,8.5
12841,40,Medium Risk - Monitor,4,26,3991.58,9.641497585,19,12.4
17723,40,Medium Risk - Monitor,126,6,3276.4,327.64,0,7.1
17725,40,Medium Risk - Monitor,15,14,3439.08,17.911875,6,8.9
17728,40,Medium Risk - Monitor,3,5,2876.01,17.43036364,4,2.9
17731,40,Medium Risk - Monitor,78,5,1240.11,18.50910448,16,6.1
12829,40,Medium Risk - Monitor,321,3,293,26.63636364,1,12
17742,40,Medium Risk - Monitor,112,2,355.11,23.674,0,11.1
17747,40,Medium Risk - Monitor,99,2,71.4,71.4,1,3.7
12826,40,Medium Risk - Monitor,2,8,1474.72,16.20571429,3,12.1
12434,40,Medium Risk - Monitor,84,4,806.14,16.1228,4,12
17769,40,Medium Risk - Monitor,12,12,3957.43,13.01786184,3,10.7
17770,40,Medium Risk - Monitor,198,5,1143.27,30.08605263,0,9.4
18268,40,Medium Risk - Monitor,133,2,25.5,25.5,1,4.5
15154,40,Medium Risk - Monitor,73,2,254.28,3.581408451,4,2.5
15157,40,Medium Risk - Monitor,3,5,1936.07,15.48856,8,11.9
15152,40,Medium Risk - Monitor,9,16,4745.69,17.51177122,7,6.2
15171,40,Medium Risk - Monitor,324,2,1289.5,257.9,2,11
15147,40,Medium Risk - Monitor,218,2,623.5,22.26785714,1,8
15133,40,Medium Risk - Monitor,127,3,982.42,33.87655172,0,10
15182,40,Medium Risk - Monitor,153,2,622.85,21.47758621,0,8.9
15192,40,Medium Risk - Monitor,119,3,1044.32,20.47686275,0,12.1
12818,40,Medium Risk - Monitor,177,2,1542.08,110.1485714,2,8.7
15201,40,Medium Risk - Monitor,78,11,1236.54,17.92086957,28,8.2
15128,40,Medium Risk - Monitor,59,8,1471,14.42156863,9,7.3
15122,40,Medium Risk - Monitor,84,6,1633.78,19.92414634,5,9.9
15212,40,Medium Risk - Monitor,238,2,101.8,20.36,2,8
12424,40,Medium Risk - Monitor,162,2,1760.96,58.69866667,0,5.4
15108,40,Medium Risk - Monitor,141,5,1300.25,21.67083333,1,7.6
15098,40,Medium Risk - Monitor,181,5,39916.5,13305.5,2,6
15224,40,Medium Risk - Monitor,357,3,322.08,23.00571429,2,12.1
18269,40,Medium Risk - Monitor,357,2,168.6,24.08571429,1,12.2
15095,40,Medium Risk - Monitor,103,5,1370.6,29.16170213,2,6.7
12815,40,Medium Risk - Monitor,147,2,1063.46,22.62680851,0,6.6
15073,40,Medium Risk - Monitor,9,4,1043.41,19.32240741,22,6.2
15239,40,Medium Risk - Monitor,9,3,780.59,15.93040816,3,2.6
15245,40,Medium Risk - Monitor,133,3,2515.84,28.26786517,0,8.7
15071,40,Medium Risk - Monitor,93,2,982.07,37.77192308,0,9.2
15249,40,Medium Risk - Monitor,31,15,6688.46,19.10988571,8,8.5
15057,40,Medium Risk - Monitor,274,2,1489.5,59.58,0,10.5
15045,40,Medium Risk - Monitor,151,3,735.66,61.305,1,8.6
15257,40,Medium Risk - Monitor,280,2,317.15,45.30714286,1,9.4
15260,40,Medium Risk - Monitor,99,8,1810.77,23.51649351,1,12.4
15044,40,Medium Risk - Monitor,18,22,7634.73,17.19533784,8,12
15039,40,Medium Risk - Monitor,9,52,19766.59,13.38293162,6,12.3
15038,40,Medium Risk - Monitor,42,7,685.74,5.48592,3,12.3
18272,40,Medium Risk - Monitor,2,7,3078.58,18.54566265,4,8.2
17802,40,Medium Risk - Monitor,81,4,1285.04,9.178857143,7,12.4
15034,40,Medium Risk - Monitor,15,11,4274.16,10.95938462,6,11.8
15281,40,Medium Risk - Monitor,58,12,2332.15,16.77805755,11,11.1
15033,40,Medium Risk - Monitor,4,11,2557.18,5.104151697,3,10.9
15296,40,Medium Risk - Monitor,43,10,3672.86,18.93226804,6,10.9
15021,40,Medium Risk - Monitor,8,13,1871.77,4.215698198,7,12.2
15005,40,Medium Risk - Monitor,15,35,6295.37,5.661303957,40,12.2
15322,40,Medium Risk - Monitor,63,2,679.68,16.18285714,7,2.8
15329,40,Medium Risk - Monitor,34,5,1049.7,18.41578947,5,12.1
15332,40,Medium Risk - Monitor,365,4,1661.06,47.45885714,0,12.3
14973,40,Medium Risk - Monitor,106,3,1314.45,41.0765625,0,7.5
17811,40,Medium Risk - Monitor,3,51,7761.82,9.374178744,21,11.1
17813,40,Medium Risk - Monitor,13,7,1698.07,4.879511494,7,2.3
15345,40,Medium Risk - Monitor,34,2,393.54,19.677,3,1.5
15351,40,Medium Risk - Monitor,11,10,1934.66,8.834063927,8,12.3
12793,40,Medium Risk - Monitor,334,2,545.48,22.72833333,0,12.3
15358,40,Medium Risk - Monitor,4,29,8347.2,15.1491833,9,12.2
15363,40,Medium Risk - Monitor,240,2,326,20.375,1,12.4
15364,40,Medium Risk - Monitor,95,2,913.19,31.48931034,0,8.4
15373,40,Medium Risk - Monitor,7,13,2415.91,18.30234848,5,12.3
14918,40,Medium Risk - Monitor,115,2,1610.15,35.78111111,0,5.1
15381,40,Medium Risk - Monitor,213,2,596.85,74.60625,0,8.9
15382,40,Medium Risk - Monitor,14,8,5955.71,19.72089404,4,9.8
14910,40,Medium Risk - Monitor,2,7,434.35,14.47833333,5,1.8
14905,40,Medium Risk - Monitor,153,3,616.15,36.24411765,1,7.8
14903,40,Medium Risk - Monitor,20,10,2795.33,7.986657143,9,9.3
14902,40,Medium Risk - Monitor,20,2,332.66,16.633,4,0.8
14898,40,Medium Risk - Monitor,22,8,1269.31,11.64504587,3,12.3
15400,40,Medium Risk - Monitor,91,6,716.2,59.68333333,1,9.3
14855,40,Medium Risk - Monitor,118,2,645.65,32.2825,0,4.5
15406,40,Medium Risk - Monitor,17,4,510.71,9.636037736,5,10
14842,40,Medium Risk - Monitor,34,8,2824.69,19.48062069,13,10.2
14829,40,Medium Risk - Monitor,28,6,697.55,16.60833333,3,12.4
17837,40,Medium Risk - Monitor,41,10,1541.23,9.513765432,3,5.4
15424,40,Medium Risk - Monitor,253,2,383.34,22.54941176,0,8.4
15426,40,Medium Risk - Monitor,18,7,1404.07,5.105709091,8,12.3
15433,40,Medium Risk - Monitor,78,3,533.3,13.00731707,12,8.9
15434,40,Medium Risk - Monitor,7,6,1041.48,18.936,4,6.6
14828,40,Medium Risk - Monitor,196,3,2139.76,125.8682353,0,11.2
14808,40,Medium Risk - Monitor,39,15,2718.6,11.76883117,21,5.7
15443,40,Medium Risk - Monitor,1,8,3213.59,8.638682796,3,10.6
14800,40,Medium Risk - Monitor,47,16,4331.79,11.31015666,7,12.3
14796,40,Medium Risk - Monitor,0,27,7975.49,7.045485866,24,12.2
14778,40,Medium Risk - Monitor,126,2,730.86,20.88171429,0,10.3
14769,40,Medium Risk - Monitor,2,10,10416.98,9.808832392,4,11.9
15462,40,Medium Risk - Monitor,93,3,234.6,21.32727273,0,6.2
14758,40,Medium Risk - Monitor,144,4,1484.06,20.90225352,0,8.6
15468,40,Medium Risk - Monitor,34,5,467.51,19.47958333,5,12
17841,40,Medium Risk - Monitor,1,169,40519.84,5.278770193,136,12.4
14748,40,Medium Risk - Monitor,28,6,1415.75,15.90730337,3,12.3
15491,40,Medium Risk - Monitor,94,7,3100.09,20.13045455,1,7.8
12763,40,Medium Risk - Monitor,137,2,494.08,27.44888889,0,12.3
14701,40,Medium Risk - Monitor,10,12,2526.09,7.725045872,15,10.5
15518,40,Medium Risk - Monitor,63,13,1921.55,9.150238095,6,11.1
