customerid,lifetime_value,total_orders,customer_life_days,customer_percentile,revenue_contribution_pct,segment
12648,318.05,1,0,73.21,97.56,Bottom 50%
18066,318,1,0,73.24,97.56,Bottom 50%
17172,317.76,2,4,73.26,97.56,Bottom 50%
15101,317.53,3,350,73.28,97.57,Bottom 50%
17267,317.2,2,0,73.31,97.57,Bottom 50%
15257,317.15,2,2,73.33,97.57,Bottom 50%
15385,316.88,1,0,73.35,97.58,Bottom 50%
15243,316.68,1,0,73.37,97.58,Bottom 50%
16761,316.62,1,0,73.4,97.58,Bottom 50%
15204,316.58,1,0,73.42,97.59,Bottom 50%
17458,316.5,1,0,73.44,97.59,Bottom 50%
13494,316.26,1,0,73.47,97.6,Bottom 50%
15872,316.25,2,0,73.49,97.6,Bottom 50%
14479,316.25,2,111,73.51,97.6,Bottom 50%
16473,316.11,4,171,73.54,97.61,Bottom 50%
18117,315.65,1,0,73.56,97.61,Bottom 50%
12614,315.6,1,0,73.58,97.61,Bottom 50%
15766,315.06,1,0,73.61,97.62,Bottom 50%
16091,315.06,2,43,73.63,97.62,Bottom 50%
17237,314.69,2,11,73.65,97.62,Bottom 50%
16193,314.45,1,0,73.67,97.63,Bottom 50%
12650,314.44,1,0,73.7,97.63,Bottom 50%
16227,314.22,2,6,73.72,97.63,Bottom 50%
15970,314.1,1,0,73.74,97.64,Bottom 50%
13484,313.8,1,0,73.77,97.64,Bottom 50%
16582,313.62,1,0,73.79,97.65,Bottom 50%
14729,313.49,1,0,73.81,97.65,Bottom 50%
13845,312.98,1,0,73.84,97.65,Bottom 50%
15318,312.62,1,0,73.86,97.66,Bottom 50%
14555,312.54,2,244,73.88,97.66,Bottom 50%
12834,312.38,1,0,73.91,97.66,Bottom 50%
13642,312.28,1,0,73.93,97.67,Bottom 50%
17362,312.23,2,70,73.95,97.67,Bottom 50%
12785,311.95,2,361,73.97,97.67,Bottom 50%
16450,311.92,1,0,74,97.68,Bottom 50%
14142,311.81,1,0,74.02,97.68,Bottom 50%
15326,311.71,1,0,74.04,97.68,Bottom 50%
14951,311.69,1,0,74.07,97.69,Bottom 50%
14327,311.65,1,0,74.09,97.69,Bottom 50%
12852,311.55,2,4,74.11,97.69,Bottom 50%
13990,311.3,1,0,74.14,97.7,Bottom 50%
17854,311.26,2,41,74.16,97.7,Bottom 50%
16781,311.25,2,7,74.18,97.7,Bottom 50%
13897,311.16,1,0,74.2,97.71,Bottom 50%
15185,310.62,1,0,74.23,97.71,Bottom 50%
15308,310.47,2,3,74.25,97.72,Bottom 50%
14311,310.26,2,17,74.27,97.72,Bottom 50%
17912,310.06,6,54,74.3,97.72,Bottom 50%
14924,310.05,1,0,74.32,97.73,Bottom 50%
15661,309.8,2,21,74.34,97.73,Bottom 50%
15699,309.65,1,0,74.37,97.73,Bottom 50%
16810,309.54,2,168,74.39,97.74,Bottom 50%
14339,309.52,4,8,74.41,97.74,Bottom 50%
14847,309.4,1,0,74.44,97.74,Bottom 50%
17604,309.36,2,94,74.46,97.75,Bottom 50%
12884,309.05,1,0,74.48,97.75,Bottom 50%
13787,309.04,2,288,74.5,97.75,Bottom 50%
15010,308.94,1,0,74.53,97.76,Bottom 50%
16956,308.74,2,8,74.55,97.76,Bottom 50%
13699,308.58,1,0,74.57,97.76,Bottom 50%
17510,308.48,1,0,74.6,97.77,Bottom 50%
13369,308.28,2,11,74.62,97.77,Bottom 50%
13466,307.9,2,83,74.64,97.77,Bottom 50%
15973,307.82,3,130,74.67,97.78,Bottom 50%
16123,307.78,1,0,74.69,97.78,Bottom 50%
13529,307.76,2,125,74.71,97.78,Bottom 50%
13395,307.72,1,0,74.73,97.79,Bottom 50%
13060,307.53,1,0,74.76,97.79,Bottom 50%
14716,307.51,2,105,74.78,97.8,Bottom 50%
14915,307.48,3,192,74.8,97.8,Bottom 50%
17120,307.46,1,0,74.83,97.8,Bottom 50%
13932,307.4,1,0,74.85,97.81,Bottom 50%
13142,307.09,1,0,74.87,97.81,Bottom 50%
17334,307.02,3,7,74.9,97.81,Bottom 50%
15087,306.94,1,0,74.92,97.82,Bottom 50%
16668,306.72,6,269,74.94,97.82,Bottom 50%
13762,306.72,2,14,74.97,97.82,Bottom 50%
13718,306.55,2,49,74.99,97.83,Bottom 50%
18059,306.46,4,58,75.01,97.83,Bottom 50%
15659,306.45,1,0,75.03,97.83,Bottom 50%
17176,306.13,1,0,75.06,97.84,Bottom 50%
13863,305.78,2,2,75.08,97.84,Bottom 50%
15219,305.75,1,0,75.1,97.84,Bottom 50%
16796,305.62,1,0,75.13,97.85,Bottom 50%
16181,305.54,1,0,75.15,97.85,Bottom 50%
18220,305.28,2,7,75.17,97.86,Bottom 50%
13045,305.28,1,0,75.2,97.86,Bottom 50%
12623,305.1,1,0,75.22,97.86,Bottom 50%
17941,304.56,1,0,75.24,97.86,Bottom 50%
15163,304.47,2,173,75.27,97.87,Bottom 50%
16217,304.25,4,46,75.29,97.87,Bottom 50%
18185,304.25,1,0,75.31,97.87,Bottom 50%
17070,304.24,1,0,75.33,97.88,Bottom 50%
16674,304.24,2,43,75.36,97.88,Bottom 50%
17732,303.97,1,0,75.38,97.88,Bottom 50%
16400,303.93,1,0,75.4,97.89,Bottom 50%
13083,303.75,2,71,75.43,97.89,Bottom 50%
17433,303.16,1,0,75.45,97.9,Bottom 50%
16425,302.7,1,0,75.47,97.9,Bottom 50%
14248,302.58,1,0,75.5,97.9,Bottom 50%
16386,302.57,2,225,75.52,97.91,Bottom 50%
18165,302.46,1,0,75.54,97.91,Bottom 50%
16292,302.25,2,4,75.56,97.91,Bottom 50%
17506,302.2,2,5,75.59,97.92,Bottom 50%
15054,302.1,2,28,75.61,97.92,Bottom 50%
17094,302,2,4,75.63,97.92,Bottom 50%
16297,301.9,4,56,75.66,97.93,Bottom 50%
16715,301.72,1,0,75.68,97.93,Bottom 50%
15667,301.32,1,0,75.7,97.93,Bottom 50%
15148,301.29,1,0,75.73,97.94,Bottom 50%
15623,301.03,1,0,75.75,97.94,Bottom 50%
13479,300.95,3,36,75.77,97.94,Bottom 50%
17978,300.92,1,0,75.8,97.95,Bottom 50%
16430,300.85,1,0,75.82,97.95,Bottom 50%
16479,300.83,2,0,75.84,97.95,Bottom 50%
14762,300.52,1,0,75.86,97.96,Bottom 50%
13304,300.42,1,0,75.89,97.96,Bottom 50%
15254,300.36,1,0,75.91,97.96,Bottom 50%
17793,300.34,1,0,75.93,97.97,Bottom 50%
13745,300.04,2,10,75.96,97.97,Bottom 50%
18053,300.02,2,4,75.98,97.97,Bottom 50%
18215,299.34,1,0,76,97.98,Bottom 50%
13667,299.05,1,0,76.03,97.98,Bottom 50%
15609,298.48,2,1,76.05,97.98,Bottom 50%
17824,298.4,1,0,76.07,97.99,Bottom 50%
16104,298.21,1,0,76.09,97.99,Bottom 50%
17678,298.11,1,0,76.12,97.99,Bottom 50%
12881,298,1,0,76.14,98,Bottom 50%
15857,297,1,0,76.16,98,Bottom 50%
17531,296.7,2,69,76.19,98,Bottom 50%
13441,296.64,1,0,76.21,98.01,Bottom 50%
17266,296.58,3,145,76.23,98.01,Bottom 50%
13751,296.25,1,0,76.26,98.01,Bottom 50%
13504,295.93,1,0,76.28,98.02,Bottom 50%
16998,295,6,154,76.3,98.02,Bottom 50%
14954,294.85,1,0,76.33,98.02,Bottom 50%
15060,294.25,4,0,76.35,98.03,Bottom 50%
17124,294.24,1,0,76.37,98.03,Bottom 50%
15732,294.12,2,159,76.39,98.03,Bottom 50%
16402,293.45,2,104,76.42,98.04,Bottom 50%
17163,293.1,2,56,76.44,98.04,Bottom 50%
12829,293,3,37,76.46,98.04,Bottom 50%
16721,292.47,1,0,76.49,98.05,Bottom 50%
14985,292.01,2,159,76.51,98.05,Bottom 50%
13502,292,3,307,76.53,98.05,Bottom 50%
13449,291.88,1,0,76.56,98.06,Bottom 50%
17255,291.48,2,258,76.58,98.06,Bottom 50%
14656,291.05,2,114,76.6,98.06,Bottom 50%
14947,290.82,2,58,76.63,98.07,Bottom 50%
16648,290.66,2,4,76.65,98.07,Bottom 50%
15279,290.51,2,10,76.67,98.07,Bottom 50%
17691,290.4,2,10,76.69,98.08,Bottom 50%
16526,290.36,1,0,76.72,98.08,Bottom 50%
17551,290.34,1,0,76.74,98.08,Bottom 50%
13573,290.25,2,202,76.76,98.09,Bottom 50%
14784,289.99,2,297,76.79,98.09,Bottom 50%
17464,289.96,1,0,76.81,98.09,Bottom 50%
16897,289.78,3,14,76.83,98.1,Bottom 50%
17201,289.78,1,0,76.86,98.1,Bottom 50%
14162,289.36,2,118,76.88,98.1,Bottom 50%
16125,289.35,1,0,76.9,98.11,Bottom 50%
14549,289.24,1,0,76.92,98.11,Bottom 50%
15545,288.97,2,316,76.95,98.11,Bottom 50%
17081,288.91,2,20,76.97,98.11,Bottom 50%
17501,288.6,2,0,76.99,98.12,Bottom 50%
16808,288.42,2,175,77.02,98.12,Bottom 50%
15396,288.18,1,0,77.04,98.12,Bottom 50%
17977,288.14,1,0,77.06,98.13,Bottom 50%
17080,287.62,3,247,77.09,98.13,Bottom 50%
17760,287.59,2,351,77.11,98.13,Bottom 50%
16432,287.4,1,0,77.13,98.14,Bottom 50%
13760,286.79,2,202,77.16,98.14,Bottom 50%
16555,285.89,2,74,77.18,98.14,Bottom 50%
14660,285.74,2,14,77.2,98.15,Bottom 50%
14953,285.67,1,0,77.22,98.15,Bottom 50%
17636,285.56,2,10,77.25,98.15,Bottom 50%
13708,285.33,1,0,77.27,98.16,Bottom 50%
16429,284.55,1,0,77.29,98.16,Bottom 50%
18190,284.46,3,138,77.32,98.16,Bottom 50%
13121,283.73,2,0,77.34,98.17,Bottom 50%
13439,283.71,1,0,77.36,98.17,Bottom 50%
12703,283.55,2,7,77.39,98.17,Bottom 50%
17783,283.47,2,175,77.41,98.18,Bottom 50%
13259,283.18,1,0,77.43,98.18,Bottom 50%
18270,283.15,3,228,77.46,98.18,Bottom 50%
17694,283.12,1,0,77.48,98.19,Bottom 50%
14350,282.93,2,3,77.5,98.19,Bottom 50%
13754,282.6,2,165,77.52,98.19,Bottom 50%
13177,282.45,1,0,77.55,98.2,Bottom 50%
16557,281.85,2,113,77.57,98.2,Bottom 50%
16848,281.42,1,0,77.59,98.2,Bottom 50%
14242,280.55,2,91,77.62,98.2,Bottom 50%
16149,280.52,2,137,77.64,98.21,Bottom 50%
17247,280.09,1,0,77.66,98.21,Bottom 50%
14975,279.94,1,0,77.69,98.21,Bottom 50%
15556,279.77,1,0,77.71,98.22,Bottom 50%
14480,279.05,1,0,77.73,98.22,Bottom 50%
14764,278.3,2,2,77.75,98.22,Bottom 50%
14908,277.8,1,0,77.78,98.23,Bottom 50%
13803,277.07,1,0,77.8,98.23,Bottom 50%
15355,277.05,2,23,77.82,98.23,Bottom 50%
13606,276.75,3,282,77.85,98.24,Bottom 50%
13272,276.56,2,58,77.87,98.24,Bottom 50%
13544,276.06,2,200,77.89,98.24,Bottom 50%
12750,275.88,1,0,77.92,98.25,Bottom 50%
14512,275.28,2,44,77.94,98.25,Bottom 50%
16313,274.15,2,46,77.96,98.25,Bottom 50%
16883,272.48,2,184,77.99,98.25,Bottom 50%
17498,272.22,1,0,78.01,98.26,Bottom 50%
14819,272.07,2,127,78.03,98.26,Bottom 50%
13917,272.04,2,141,78.05,98.26,Bottom 50%
14816,271.85,1,0,78.08,98.27,Bottom 50%
13058,271.4,3,127,78.1,98.27,Bottom 50%
17767,271.2,1,0,78.12,98.27,Bottom 50%
17254,271.19,2,10,78.15,98.28,Bottom 50%
17496,271.05,1,0,78.17,98.28,Bottom 50%
18108,271,2,5,78.19,98.28,Bottom 50%
17011,270.9,1,0,78.22,98.29,Bottom 50%
15774,270.8,1,0,78.24,98.29,Bottom 50%
14520,270.6,2,289,78.26,98.29,Bottom 50%
13242,270.4,3,101,78.28,98.29,Bottom 50%
12558,269.96,2,5,78.31,98.3,Bottom 50%
17251,269.83,1,0,78.33,98.3,Bottom 50%
13533,269.09,3,84,78.35,98.3,Bottom 50%
14727,268.58,1,0,78.38,98.31,Bottom 50%
14508,268.05,2,67,78.4,98.31,Bottom 50%
15408,267.18,1,0,78.42,98.31,Bottom 50%
17550,267.16,3,45,78.45,98.32,Bottom 50%
15320,267.13,1,0,78.47,98.32,Bottom 50%
15517,267.03,1,0,78.49,98.32,Bottom 50%
16451,266.97,1,0,78.52,98.32,Bottom 50%
17786,266.85,2,231,78.54,98.33,Bottom 50%
14863,266.76,1,0,78.56,98.33,Bottom 50%
13837,266.59,2,105,78.58,98.33,Bottom 50%
15119,266.4,1,0,78.61,98.34,Bottom 50%
12962,266.39,2,106,78.63,98.34,Bottom 50%
14068,265.85,1,0,78.65,98.34,Bottom 50%
17430,265.76,2,332,78.68,98.35,Bottom 50%
14423,265.2,1,0,78.7,98.35,Bottom 50%
17968,265.1,1,0,78.72,98.35,Bottom 50%
13973,264.7,1,0,78.75,98.35,Bottom 50%
15912,264.62,2,54,78.77,98.36,Bottom 50%
17403,263.92,1,0,78.79,98.36,Bottom 50%
17708,263.33,2,137,78.82,98.36,Bottom 50%
12492,263.21,2,42,78.84,98.37,Bottom 50%
17194,262.62,2,86,78.86,98.37,Bottom 50%
16413,262.2,1,0,78.88,98.37,Bottom 50%
16936,261.9,1,0,78.91,98.38,Bottom 50%
13189,260.68,2,96,78.93,98.38,Bottom 50%
14053,260.25,2,35,78.95,98.38,Bottom 50%
15143,259.45,1,0,78.98,98.38,Bottom 50%
13127,259.17,1,0,79,98.39,Bottom 50%
14452,259.05,2,83,79.02,98.39,Bottom 50%
15577,258.88,3,154,79.05,98.39,Bottom 50%
13277,258.4,4,117,79.07,98.4,Bottom 50%
15894,258.25,2,115,79.09,98.4,Bottom 50%
13227,257.7,1,0,79.11,98.4,Bottom 50%
15014,257.67,2,133,79.14,98.4,Bottom 50%
13626,257.23,1,0,79.16,98.41,Bottom 50%
16048,256.44,3,287,79.18,98.41,Bottom 50%
12430,256.4,1,0,79.21,98.41,Bottom 50%
13806,256.38,1,0,79.23,98.42,Bottom 50%
16727,256.32,1,0,79.25,98.42,Bottom 50%
17896,256.32,1,0,79.28,98.42,Bottom 50%
17385,256.11,1,0,79.3,98.42,Bottom 50%
16447,255.91,1,0,79.32,98.43,Bottom 50%
15277,255.9,1,0,79.35,98.43,Bottom 50%
14761,255.9,2,276,79.37,98.43,Bottom 50%
14881,255.4,1,0,79.39,98.44,Bottom 50%
16226,255.12,3,32,79.41,98.44,Bottom 50%
15261,254.82,1,0,79.44,98.44,Bottom 50%
15154,254.28,2,1,79.46,98.44,Bottom 50%
12604,254.18,2,182,79.48,98.45,Bottom 50%
14765,254.11,3,147,79.51,98.45,Bottom 50%
15689,254.1,2,241,79.53,98.45,Bottom 50%
12797,254.03,3,5,79.55,98.46,Bottom 50%
15759,253.04,3,139,79.58,98.46,Bottom 50%
15019,252.81,1,0,79.6,98.46,Bottom 50%
15035,252.73,1,0,79.62,98.46,Bottom 50%
13404,252.49,2,211,79.64,98.47,Bottom 50%
15346,252.42,1,0,79.67,98.47,Bottom 50%
13645,252.1,1,0,79.69,98.47,Bottom 50%
13711,252.06,2,0,79.71,98.48,Bottom 50%
16330,251.91,4,94,79.74,98.48,Bottom 50%
16836,251.87,2,76,79.76,98.48,Bottom 50%
17155,251.7,2,160,79.78,98.48,Bottom 50%
16976,251.52,1,0,79.81,98.49,Bottom 50%
13512,251.21,1,0,79.83,98.49,Bottom 50%
14501,251.21,3,255,79.85,98.49,Bottom 50%
16024,251.03,1,0,79.88,98.5,Bottom 50%
13207,250.26,2,135,79.9,98.5,Bottom 50%
16596,250.15,2,350,79.92,98.5,Bottom 50%
17303,250.04,1,0,79.94,98.5,Bottom 50%
15510,250,1,0,79.97,98.51,Bottom 50%
17456,249.86,1,0,79.99,98.51,Bottom 50%
16124,249,2,1,80.01,98.51,Bottom 50%
13061,248.61,1,0,80.04,98.52,Bottom 50%
16510,248.1,1,0,80.06,98.52,Bottom 50%
15097,248.08,1,0,80.08,98.52,Bottom 50%
13592,247.96,4,228,80.11,98.52,Bottom 50%
18072,247.44,2,30,80.13,98.53,Bottom 50%
18009,247.39,2,0,80.15,98.53,Bottom 50%
13349,247.32,1,0,80.18,98.53,Bottom 50%
14658,247.15,2,111,80.2,98.53,Bottom 50%
15783,246.3,1,0,80.22,98.54,Bottom 50%
17278,246.04,1,0,80.24,98.54,Bottom 50%
16778,245.94,2,199,80.27,98.54,Bottom 50%
17771,245.81,2,266,80.29,98.55,Bottom 50%
12660,245.1,1,0,80.31,98.55,Bottom 50%
15118,244.8,1,0,80.34,98.55,Bottom 50%
16528,244.41,1,0,80.36,98.55,Bottom 50%
17892,244.1,3,99,80.38,98.56,Bottom 50%
17925,244.08,1,0,80.41,98.56,Bottom 50%
13103,243.94,1,0,80.43,98.56,Bottom 50%
16793,243.84,1,0,80.45,98.57,Bottom 50%
18193,243.76,3,215,80.47,98.57,Bottom 50%
13886,243.56,1,0,80.5,98.57,Bottom 50%
15634,243.55,1,0,80.52,98.57,Bottom 50%
17339,243.36,2,270,80.54,98.58,Bottom 50%
16601,242.7,1,0,80.57,98.58,Bottom 50%
16215,242.35,1,0,80.59,98.58,Bottom 50%
15776,241.62,1,0,80.61,98.58,Bottom 50%
14523,241.09,1,0,80.64,98.59,Bottom 50%
16427,241.06,2,21,80.66,98.59,Bottom 50%
17051,240.89,1,0,80.68,98.59,Bottom 50%
15598,240.68,3,17,80.71,98.6,Bottom 50%
15286,240.55,1,0,80.73,98.6,Bottom 50%
13565,240.22,2,315,80.75,98.6,Bottom 50%
17256,240,2,204,80.77,98.6,Bottom 50%
17181,239.92,2,316,80.8,98.61,Bottom 50%
15690,239.76,2,96,80.82,98.61,Bottom 50%
13570,239.49,1,0,80.84,98.61,Bottom 50%
17684,239.41,1,0,80.87,98.61,Bottom 50%
16756,239.4,1,0,80.89,98.62,Bottom 50%
12561,238.85,1,0,80.91,98.62,Bottom 50%
12718,238.25,1,0,80.94,98.62,Bottom 50%
17877,237.61,1,0,80.96,98.62,Bottom 50%
14586,237.36,3,49,80.98,98.63,Bottom 50%
15457,237.07,1,0,81.01,98.63,Bottom 50%
12732,236.26,1,0,81.03,98.63,Bottom 50%
16026,236.09,1,0,81.05,98.64,Bottom 50%
14647,236.04,1,0,81.07,98.64,Bottom 50%
13187,236.02,1,0,81.1,98.64,Bottom 50%
14375,235.56,1,0,81.12,98.64,Bottom 50%
15850,234.88,2,148,81.14,98.65,Bottom 50%
15462,234.6,3,92,81.17,98.65,Bottom 50%
14473,234.34,2,208,81.19,98.65,Bottom 50%
17060,234.24,1,0,81.21,98.65,Bottom 50%
16961,234.17,1,0,81.24,98.66,Bottom 50%
12736,234,1,0,81.26,98.66,Bottom 50%
13348,233.76,1,0,81.28,98.66,Bottom 50%
16583,233.45,1,0,81.3,98.66,Bottom 50%
16302,233.22,2,18,81.33,98.67,Bottom 50%
13678,232.6,1,0,81.35,98.67,Bottom 50%
18213,232.48,1,0,81.37,98.67,Bottom 50%
16117,232.21,1,0,81.4,98.67,Bottom 50%
17908,232.03,1,0,81.42,98.68,Bottom 50%
14995,231.98,2,241,81.44,98.68,Bottom 50%
15393,231.86,2,264,81.47,98.68,Bottom 50%
17111,231.61,1,0,81.49,98.69,Bottom 50%
16641,231.1,1,0,81.51,98.69,Bottom 50%
18030,230.65,3,38,81.54,98.69,Bottom 50%
16445,230.51,1,0,81.56,98.69,Bottom 50%
17125,230.5,1,0,81.58,98.7,Bottom 50%
13786,230.4,1,0,81.6,98.7,Bottom 50%
16926,230.25,1,0,81.63,98.7,Bottom 50%
13960,230.22,2,50,81.65,98.7,Bottom 50%
12812,229.64,1,0,81.67,98.71,Bottom 50%
13008,229.47,2,37,81.7,98.71,Bottom 50%
15528,229.33,1,0,81.72,98.71,Bottom 50%
14793,228.99,2,17,81.74,98.71,Bottom 50%
17347,228.96,1,0,81.77,98.72,Bottom 50%
13146,228.91,1,0,81.79,98.72,Bottom 50%
13712,228.84,1,0,81.81,98.72,Bottom 50%
13070,228.8,1,0,81.83,98.72,Bottom 50%
17969,228.2,2,194,81.86,98.73,Bottom 50%
16527,228.06,1,0,81.88,98.73,Bottom 50%
14569,227.39,1,0,81.9,98.73,Bottom 50%
17212,226.85,1,0,81.93,98.73,Bottom 50%
13474,226.84,1,0,81.95,98.74,Bottom 50%
17572,226.75,4,302,81.97,98.74,Bottom 50%
18005,226.47,2,43,82,98.74,Bottom 50%
17860,226.45,1,0,82.02,98.74,Bottom 50%
16315,226.37,1,0,82.04,98.75,Bottom 50%
16619,226.21,2,10,82.07,98.75,Bottom 50%
17789,225.9,1,0,82.09,98.75,Bottom 50%
12672,225.9,1,0,82.11,98.75,Bottom 50%
14624,225.85,2,1,82.13,98.76,Bottom 50%
12402,225.6,1,0,82.16,98.76,Bottom 50%
16690,225.58,3,158,82.18,98.76,Bottom 50%
14052,225.36,1,0,82.2,98.76,Bottom 50%
15483,225.26,4,105,82.23,98.77,Bottom 50%
16587,225.15,1,0,82.25,98.77,Bottom 50%
14357,225.12,1,0,82.27,98.77,Bottom 50%
17171,224.91,1,0,82.3,98.78,Bottom 50%
15175,224.14,1,0,82.32,98.78,Bottom 50%
16471,223.95,1,0,82.34,98.78,Bottom 50%
16753,223.92,1,0,82.37,98.78,Bottom 50%
14929,223.88,1,0,82.39,98.79,Bottom 50%
13926,223.85,1,0,82.41,98.79,Bottom 50%
15637,223.36,1,0,82.43,98.79,Bottom 50%
17534,223.36,1,0,82.46,98.79,Bottom 50%
13382,222.99,1,0,82.48,98.8,Bottom 50%
16777,222.62,2,176,82.5,98.8,Bottom 50%
18101,222.4,2,132,82.53,98.8,Bottom 50%
14598,221.97,1,0,82.55,98.8,Bottom 50%
14960,221.27,2,162,82.57,98.81,Bottom 50%
13419,221.06,1,0,82.6,98.81,Bottom 50%
16482,220.62,1,0,82.62,98.81,Bottom 50%
13079,220.1,5,136,82.64,98.82,Bottom 50%
18114,220.1,1,0,82.66,98.82,Bottom 50%
13600,219.52,1,0,82.69,98.82,Bottom 50%
15096,219.39,1,0,82.71,98.82,Bottom 50%
12702,219,1,0,82.73,98.82,Bottom 50%
15790,218.75,1,0,82.76,98.83,Bottom 50%
13669,218.55,2,98,82.78,98.83,Bottom 50%
12574,218.45,1,0,82.8,98.83,Bottom 50%
15724,218.25,3,83,82.83,98.83,Bottom 50%
14570,218.06,2,0,82.85,98.83,Bottom 50%
16634,217.9,2,149,82.87,98.84,Bottom 50%
16392,217.89,1,0,82.9,98.84,Bottom 50%
15554,217.2,1,0,82.92,98.84,Bottom 50%
16080,217.16,3,192,82.94,98.84,Bottom 50%
13739,216.9,1,0,82.96,98.85,Bottom 50%
13503,216.85,1,0,82.99,98.85,Bottom 50%
12897,216.5,2,97,83.01,98.85,Bottom 50%
15604,216.39,1,0,83.03,98.85,Bottom 50%
17436,216.3,2,225,83.06,98.86,Bottom 50%
14104,216.21,2,11,83.08,98.86,Bottom 50%
13858,216.17,1,0,83.1,98.86,Bottom 50%
18212,216.07,1,0,83.13,98.86,Bottom 50%
16179,215.83,1,0,83.15,98.87,Bottom 50%
17580,215.72,3,105,83.17,98.87,Bottom 50%
16189,215.48,2,69,83.2,98.87,Bottom 50%
16519,215.08,2,340,83.22,98.88,Bottom 50%
16190,215.08,1,0,83.24,98.88,Bottom 50%
12831,215.05,1,0,83.26,98.88,Bottom 50%
12588,214.9,1,0,83.29,98.88,Bottom 50%
16338,214.8,1,0,83.31,98.88,Bottom 50%
17619,214.37,1,0,83.33,98.89,Bottom 50%
16846,214.32,1,0,83.36,98.89,Bottom 50%
15460,214.26,1,0,83.38,98.89,Bottom 50%
16647,214.06,2,35,83.4,98.89,Bottom 50%
14601,213.96,1,0,83.43,98.9,Bottom 50%
13621,213.85,1,0,83.45,98.9,Bottom 50%
17153,213.78,1,0,83.47,98.9,Bottom 50%
14241,213.7,1,0,83.49,98.9,Bottom 50%
13411,213.55,1,0,83.52,98.91,Bottom 50%
16591,213.5,1,0,83.54,98.91,Bottom 50%
15540,213.3,1,0,83.56,98.91,Bottom 50%
17928,212.54,2,200,83.59,98.91,Bottom 50%
15866,211.89,1,0,83.61,98.91,Bottom 50%
16017,211.88,1,0,83.63,98.92,Bottom 50%
16356,211.77,4,79,83.66,98.92,Bottom 50%
16411,211.7,2,349,83.68,98.92,Bottom 50%
15703,211.5,1,0,83.7,98.92,Bottom 50%
13271,211.49,2,0,83.73,98.93,Bottom 50%
12995,211.32,2,7,83.75,98.93,Bottom 50%
13532,210.31,1,0,83.77,98.93,Bottom 50%
13828,209.49,1,0,83.79,98.93,Bottom 50%
17855,208.97,1,0,83.82,98.94,Bottom 50%
15327,208.75,1,0,83.84,98.94,Bottom 50%
17514,208.65,1,0,83.86,98.94,Bottom 50%
15897,208.59,2,0,83.89,98.94,Bottom 50%
16457,208.36,1,0,83.91,98.95,Bottom 50%
18191,207.8,1,0,83.93,98.95,Bottom 50%
12547,207.8,2,82,83.96,98.95,Bottom 50%
16866,207.74,3,20,83.98,98.95,Bottom 50%
15052,207.73,1,0,84,98.95,Bottom 50%
17923,207.5,1,0,84.02,98.96,Bottom 50%
16323,207.5,1,0,84.05,98.96,Bottom 50%
16752,207.5,1,0,84.07,98.96,Bottom 50%
13099,207.36,1,0,84.09,98.96,Bottom 50%
15925,207.15,1,0,84.12,98.97,Bottom 50%
15820,206.98,1,0,84.14,98.97,Bottom 50%
17166,206.34,3,165,84.16,98.97,Bottom 50%
14964,206.21,1,0,84.19,98.97,Bottom 50%
13065,205.86,1,0,84.21,98.98,Bottom 50%
17670,205.7,1,0,84.23,98.98,Bottom 50%
17843,205.48,1,0,84.26,98.98,Bottom 50%
15307,205.3,1,0,84.28,98.98,Bottom 50%
15758,205.25,1,0,84.3,98.99,Bottom 50%
13513,205.1,1,0,84.32,98.99,Bottom 50%
15319,204.5,1,0,84.35,98.99,Bottom 50%
17206,204.24,1,0,84.37,98.99,Bottom 50%
18273,204,3,255,84.39,99,Bottom 50%
13017,204,1,0,84.42,99,Bottom 50%
17187,203.95,1,0,84.44,99,Bottom 50%
17394,203.87,1,0,84.46,99,Bottom 50%
17891,203.86,1,0,84.49,99,Bottom 50%
17376,203.2,2,240,84.51,99.01,Bottom 50%
14381,202.68,1,0,84.53,99.01,Bottom 50%
18169,202.65,1,0,84.56,99.01,Bottom 50%
14984,202.37,2,161,84.58,99.01,Bottom 50%
16895,202.27,1,0,84.6,99.01,Bottom 50%
14385,202.11,3,14,84.62,99.02,Bottom 50%
13428,201.78,1,0,84.65,99.02,Bottom 50%
15347,201.6,1,0,84.67,99.02,Bottom 50%
17889,201.37,2,109,84.69,99.02,Bottom 50%
13295,201.2,2,12,84.72,99.03,Bottom 50%
16965,201.19,1,0,84.74,99.03,Bottom 50%
13284,201.19,2,8,84.76,99.03,Bottom 50%
13859,201.16,1,0,84.79,99.03,Bottom 50%
17988,201.12,8,314,84.81,99.04,Bottom 50%
18126,200.92,1,0,84.83,99.04,Bottom 50%
17693,200.47,3,1,84.85,99.04,Bottom 50%
13262,200.29,1,0,84.88,99.04,Bottom 50%
16415,200.27,1,0,84.9,99.04,Bottom 50%
15437,200.16,1,0,84.92,99.05,Bottom 50%
13980,200.14,1,0,84.95,99.05,Bottom 50%
14782,200.1,1,0,84.97,99.05,Bottom 50%
13723,199.85,1,0,84.99,99.05,Bottom 50%
15593,199.8,1,0,85.02,99.06,Bottom 50%
13322,199.48,1,0,85.04,99.06,Bottom 50%
16832,199.15,3,33,85.06,99.06,Bottom 50%
18110,198.8,2,0,85.09,99.06,Bottom 50%
17987,198.57,1,0,85.11,99.06,Bottom 50%
16178,197.9,1,0,85.13,99.07,Bottom 50%
